SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ELECTHERM, EQ, 07-Feb-2019, 138.35, 139.00, 139.00, 136.30, 138.00, 137.90, 137.88, 7552, 10.41, 118, 6369, 84.34
ELGIEQUIP, EQ, 07-Feb-2019, 241.85, 241.05, 242.00, 237.65, 238.05, 240.00, 239.88, 9701, 23.27, 464, 6465, 66.64
ELGIRUBCO, EQ, 07-Feb-2019, 22.80, 22.90, 23.70, 22.90, 23.45, 22.90, 23.09, 15311, 3.53, 54, 14167, 92.53
EMAMILTD, EQ, 07-Feb-2019, 403.40, 404.85, 405.80, 392.70, 394.30, 397.65, 398.01, 903932, 3597.74, 15620, 641289, 70.94
EMAMIREAL, EQ, 07-Feb-2019, 108.50, 109.85, 120.35, 106.15, 116.50, 115.55, 115.29, 21702, 25.02, 1192, 10138, 46.71
EMCO, EQ, 07-Feb-2019, 4.55, 4.40, 4.50, 4.35, 4.40, 4.35, 4.39, 93811, 4.12, 112, 68338, 72.85
EMKAY, EQ, 07-Feb-2019, 78.70, 80.70, 83.95, 78.80, 81.50, 81.15, 81.62, 16093, 13.14, 479, 11006, 68.39
EMMBI, EQ, 07-Feb-2019, 118.00, 121.85, 122.65, 116.55, 116.60, 118.00, 118.38, 2508, 2.97, 131, 1566, 62.44
EMOFSR1RDP, MF, 07-Feb-2019, 6.94, 6.56, 7.00, 6.56, 7.00, 7.00, 6.99, 5060, 0.35, 3, 5060, 100.00
EMOFSR1RGG, MF, 07-Feb-2019, 6.85, 6.87, 6.90, 6.87, 6.90, 6.90, 6.90, 10500, 0.72, 3, 10500, 100.00
ENDURANCE, EQ, 07-Feb-2019, 1210.40, 1203.95, 1264.95, 1203.95, 1245.00, 1239.95, 1246.75, 38128, 475.36, 4229, 22356, 58.63
ENERGYDEV, EQ, 07-Feb-2019, 9.15, 9.05, 9.55, 8.35, 9.40, 9.45, 9.28, 22417, 2.08, 107, 16487, 73.55
ENGINERSIN, EQ, 07-Feb-2019, 113.65, 113.60, 115.25, 113.45, 114.60, 114.40, 114.45, 488517, 559.09, 5808, 137778, 28.20
ENIL, EQ, 07-Feb-2019, 539.10, 547.15, 570.00, 541.20, 550.00, 548.25, 553.95, 10532, 58.34, 658, 3548, 33.69
EON, EQ, 07-Feb-2019, 37.05, 37.45, 38.75, 36.80, 38.50, 37.70, 37.59, 17345, 6.52, 260, 12448, 71.77
EQ30, EQ, 07-Feb-2019, 280.00, 276.03, 284.90, 276.03, 284.84, 284.84, 281.96, 61, 0.17, 11, 49, 80.33
EQUITAS, EQ, 07-Feb-2019, 120.15, 121.00, 121.65, 117.60, 119.10, 118.85, 119.81, 1378499, 1651.53, 9873, 217950, 15.81
ERFLNCDI, N2, 07-Feb-2019, 1033.00, 1033.00, 1033.00, 1033.00, 1033.00, 1033.00, 1033.00, 310, 3.20, 2, 310, 100.00
ERFLNCDI, N4, 07-Feb-2019, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 1000.00, 75, 0.75, 3, 75, 100.00
ERFLNCDI, N5, 07-Feb-2019, 872.21, 890.00, 890.00, 875.10, 875.11, 882.61, 886.52, 165, 1.46, 7, 165, 100.00
ERFLNCDI, N6, 07-Feb-2019, 957.00, 960.00, 960.00, 960.00, 960.00, 960.00, 960.00, 100, 0.96, 1, 100, 100.00
ERIS, EQ, 07-Feb-2019, 647.80, 645.05, 659.55, 640.00, 658.80, 653.65, 649.54, 6644, 43.16, 1922, 4033, 60.70
EROSMEDIA, EQ, 07-Feb-2019, 71.20, 71.05, 78.25, 70.85, 75.35, 76.35, 74.09, 631855, 468.12, 8351, 179156, 28.35
ESABINDIA, EQ, 07-Feb-2019, 870.65, 877.95, 888.00, 870.05, 883.00, 880.40, 878.17, 530, 4.65, 131, 314, 59.25
ESCORTS, EQ, 07-Feb-2019, 683.90, 683.00, 686.55, 677.00, 681.05, 682.85, 683.03, 1048778, 7163.47, 37771, 285299, 27.20
ESSARSHPNG, EQ, 07-Feb-2019, 10.60, 10.75, 11.90, 10.50, 10.90, 10.65, 10.89, 14516, 1.58, 58, 8957, 61.70
ESSDEE, EQ, 07-Feb-2019, 13.40, 13.40, 13.60, 12.20, 12.70, 12.90, 12.63, 42536, 5.37, 224, 24525, 57.66
ESSELPACK, EQ, 07-Feb-2019, 111.60, 111.00, 112.80, 109.65, 111.80, 112.15, 111.86, 93568, 104.66, 840, 77115, 82.42
ESTER, EQ, 07-Feb-2019, 30.05, 30.30, 31.30, 30.05, 30.05, 30.35, 30.48, 8439, 2.57, 131, 3954, 46.85
EUROCERA, BE, 07-Feb-2019, 1.40, 1.35, 1.45, 1.35, 1.45, 1.45, 1.41, 3369, 0.05, 7, -, -
EUROMULTI, BE, 07-Feb-2019, 0.80, 0.80, 0.80, 0.80, 0.80, 0.80, 0.80, 503, 0.00, 2, -, -
EVEREADY, EQ, 07-Feb-2019, 211.20, 211.05, 212.30, 203.50, 205.00, 204.90, 207.19, 100516, 208.26, 6176, 66210, 65.87
EVERESTIND, EQ, 07-Feb-2019, 451.50, 450.00, 452.00, 440.70, 447.00, 443.90, 444.79, 35497, 157.89, 1631, 21915, 61.74
EXCEL, EQ, 07-Feb-2019, 2.20, 2.20, 2.30, 2.10, 2.20, 2.10, 2.12, 22625, 0.48, 51, 16304, 72.06
EXCELCROP, EQ, 07-Feb-2019, 3168.10, 3197.95, 3361.45, 3197.95, 3262.40, 3265.35, 3295.75, 2002, 65.98, 579, 1187, 59.29
EXCELINDUS, EQ, 07-Feb-2019, 1137.25, 1174.00, 1174.00, 1102.00, 1112.00, 1124.90, 1153.69, 27541, 317.74, 2130, 16983, 61.66
EXIDEIND, EQ, 07-Feb-2019, 219.00, 219.00, 220.50, 216.20, 218.10, 218.25, 218.26, 2224062, 4854.21, 35304, 1147748, 51.61
FACT, EQ, 07-Feb-2019, 35.15, 35.05, 35.90, 34.95, 35.90, 35.45, 35.46, 45270, 16.05, 488, 24328, 53.74
FAIRCHEM, EQ, 07-Feb-2019, 393.25, 391.40, 404.20, 384.95, 397.80, 392.80, 392.91, 19941, 78.35, 893, 10509, 52.70
FCL, EQ, 07-Feb-2019, 34.45, 34.95, 35.45, 34.15, 34.60, 34.55, 34.85, 128727, 44.86, 1082, 66155, 51.39
FCONSUMER, EQ, 07-Feb-2019, 42.60, 43.20, 43.65, 42.20, 42.75, 42.85, 42.87, 1556868, 667.48, 14998, 614416, 39.46
FCSSOFT, BE, 07-Feb-2019, 0.20, 0.20, 0.25, 0.20, 0.20, 0.20, 0.20, 216770, 0.44, 65, -, -
FDC, EQ, 07-Feb-2019, 168.35, 169.00, 171.20, 166.55, 167.35, 167.60, 168.72, 16708, 28.19, 894, 10237, 61.27
FEDERALBNK, EQ, 07-Feb-2019, 85.50, 85.75, 87.45, 85.20, 85.90, 86.10, 86.51, 7226632, 6251.62, 35193, 2070953, 28.66
FEL, EQ, 07-Feb-2019, 36.90, 36.80, 36.80, 34.65, 35.20, 35.25, 35.44, 277276, 98.26, 1936, 137007, 49.41
FELDVR, EQ, 07-Feb-2019, 35.05, 35.20, 36.00, 34.25, 35.70, 35.70, 35.19, 11457, 4.03, 116, 4364, 38.09
FIEMIND, EQ, 07-Feb-2019, 441.20, 442.15, 453.50, 442.15, 447.10, 451.10, 450.21, 2291, 10.31, 280, 1877, 81.93
FILATEX, EQ, 07-Feb-2019, 51.10, 50.55, 52.50, 49.80, 51.00, 51.95, 51.90, 1405414, 729.43, 779, 1301396, 92.60
FINCABLES, EQ, 07-Feb-2019, 404.00, 404.05, 408.05, 392.25, 395.00, 398.35, 403.40, 23596, 95.19, 1982, 12410, 52.59
FINEORG, EQ, 07-Feb-2019, 1066.35, 1072.05, 1145.00, 1067.70, 1086.10, 1092.75, 1106.47, 6518, 72.12, 1394, 3472, 53.27
FINPIPE, EQ, 07-Feb-2019, 496.25, 500.00, 515.00, 489.05, 500.15, 500.30, 500.89, 28938, 144.95, 2032, 22378, 77.33
FLEXITUFF, EQ, 07-Feb-2019, 46.05, 45.00, 45.00, 43.75, 43.75, 43.75, 44.01, 961, 0.42, 17, 905, 94.17
FLFL, EQ, 07-Feb-2019, 430.85, 431.00, 434.90, 429.60, 430.20, 430.95, 431.99, 18222, 78.72, 500, 12192, 66.91
FMGOETZE, EQ, 07-Feb-2019, 498.95, 499.95, 499.95, 493.05, 494.50, 495.50, 495.50, 2825, 14.00, 283, 1658, 58.69
FMNL, EQ, 07-Feb-2019, 41.70, 42.35, 43.45, 41.00, 42.55, 42.35, 42.34, 23388, 9.90, 252, 12455, 53.25
FORTIS, EQ, 07-Feb-2019, 134.95, 135.25, 135.25, 134.00, 134.25, 134.55, 134.56, 184088, 247.71, 3310, 103085, 56.00
FOSECOIND, EQ, 07-Feb-2019, 1357.95, 1355.05, 1366.00, 1350.00, 1355.10, 1359.50, 1358.15, 306, 4.16, 74, 237, 77.45
FOURTHDIM, SM, 07-Feb-2019, 32.05, 30.60, 31.00, 30.60, 31.00, 31.00, 30.95, 8000, 2.48, 6, 8000, 100.00
FRETAIL, EQ, 07-Feb-2019, 440.50, 440.50, 443.80, 425.30, 431.00, 431.70, 433.79, 280369, 1216.20, 8872, 160250, 57.16
FSC, EQ, 07-Feb-2019, 638.05, 632.05, 640.00, 628.10, 631.00, 631.05, 632.51, 435, 2.75, 73, 332, 76.32
FSL, EQ, 07-Feb-2019, 46.45, 46.80, 47.45, 46.55, 47.00, 46.95, 47.06, 853728, 401.74, 9237, 402386, 47.13
GABRIEL, EQ, 07-Feb-2019, 146.70, 146.95, 149.95, 145.55, 148.65, 149.05, 148.14, 79519, 117.80, 2204, 47888, 60.22
GAEL, EQ, 07-Feb-2019, 239.10, 241.80, 244.50, 231.00, 232.60, 232.75, 239.78, 39173, 93.93, 1363, 20676, 52.78
GAIL, EQ, 07-Feb-2019, 339.80, 340.20, 342.70, 335.65, 338.90, 339.95, 338.73, 2113465, 7158.89, 35022, 797737, 37.75
GAL, EQ, 07-Feb-2019, 4.85, 4.85, 5.05, 4.85, 5.05, 5.05, 5.02, 14665, 0.74, 18, 13665, 93.18
GALAXYSURF, EQ, 07-Feb-2019, 1072.80, 1085.95, 1085.95, 1015.65, 1075.00, 1056.70, 1043.13, 16946, 176.77, 2097, 10679, 63.02
GALLANTT, EQ, 07-Feb-2019, 47.45, 48.15, 48.75, 47.10, 47.15, 47.30, 47.59, 3839, 1.83, 73, 2533, 65.98
GALLISPAT, EQ, 07-Feb-2019, 29.80, 30.00, 31.95, 28.60, 31.70, 30.75, 30.45, 36186, 11.02, 423, 10831, 29.93
GAMMNINFRA, EQ, 07-Feb-2019, 0.60, 0.65, 0.65, 0.55, 0.65, 0.65, 0.60, 2549516, 15.31, 338, 1627724, 63.84
GANDHITUBE, EQ, 07-Feb-2019, 368.20, 360.00, 367.90, 356.00, 358.00, 358.30, 361.01, 2013, 7.27, 62, 1669, 82.91
GANECOS, EQ, 07-Feb-2019, 270.80, 269.95, 277.95, 269.95, 275.00, 276.15, 274.26, 1078, 2.96, 60, 814, 75.51
GANESHHOUC, EQ, 07-Feb-2019, 55.60, 55.00, 57.00, 54.00, 55.25, 55.40, 55.48, 33420, 18.54, 671, 15256, 45.65
GANGESSECU, EQ, 07-Feb-2019, 44.00, 43.60, 43.60, 43.60, 43.60, 43.60, 43.60, 4013, 1.75, 11, 4013, 100.00
GANGOTRI, BZ, 07-Feb-2019, 1.70, 1.65, 1.70, 1.65, 1.70, 1.70, 1.69, 6601, 0.11, 29, -, -
GARDENSILK, EQ, 07-Feb-2019, 16.80, 16.70, 17.75, 16.70, 17.30, 17.40, 17.26, 35201, 6.08, 232, 26460, 75.17
GARFIBRES, EQ, 07-Feb-2019, 1024.30, 1039.65, 1052.00, 1015.00, 1045.00, 1040.70, 1031.39, 7059, 72.81, 928, 5680, 80.46
GATI, EQ, 07-Feb-2019, 69.35, 69.35, 71.80, 68.80, 70.60, 70.15, 70.43, 306937, 216.17, 2574, 156618, 51.03
GAYAHWS, EQ, 07-Feb-2019, 0.85, 0.85, 0.90, 0.80, 0.90, 0.85, 0.85, 8937, 0.08, 33, 8717, 97.54
GAYAPROJ, EQ, 07-Feb-2019, 164.05, 163.05, 164.55, 162.00, 163.00, 163.55, 163.55, 8189, 13.39, 309, 5538, 67.63
GDL, EQ, 07-Feb-2019, 108.45, 109.00, 109.45, 102.90, 104.60, 104.85, 106.36, 69357, 73.77, 1441, 29747, 42.89
GEECEE, EQ, 07-Feb-2019, 114.95, 114.95, 117.75, 113.95, 115.00, 114.95, 116.01, 5507, 6.39, 137, 2861, 51.95
GEMINI, BZ, 07-Feb-2019, 0.20, 0.20, 0.25, 0.15, 0.25, 0.20, 0.20, 51422, 0.10, 17, -, -
GENESYS, EQ, 07-Feb-2019, 125.25, 126.80, 128.90, 121.05, 127.50, 127.80, 125.86, 12359, 15.56, 569, 6693, 54.15
GENUSPAPER, EQ, 07-Feb-2019, 6.35, 6.40, 6.95, 6.30, 6.90, 6.95, 6.79, 508884, 34.57, 642, 325903, 64.04
GENUSPOWER, EQ, 07-Feb-2019, 29.65, 29.85, 30.80, 29.65, 29.70, 29.75, 30.10, 170428, 51.29, 744, 106671, 62.59
GEOJITFSL, EQ, 07-Feb-2019, 34.45, 35.00, 35.90, 34.65, 35.00, 35.00, 35.25, 75627, 26.66, 983, 55873, 73.88
GEPIL, EQ, 07-Feb-2019, 772.45, 772.90, 774.00, 747.60, 748.55, 750.45, 764.84, 6543, 50.04, 607, 4840, 73.97
GESHIP, EQ, 07-Feb-2019, 299.70, 297.90, 312.00, 295.00, 312.00, 303.20, 299.21, 36392, 108.89, 3471, 25867, 71.08
GET&D, EQ, 07-Feb-2019, 296.75, 297.80, 306.75, 294.50, 295.50, 297.20, 298.22, 280309, 835.93, 1768, 260093, 92.79
GHCL, EQ, 07-Feb-2019, 244.20, 244.20, 247.05, 242.15, 245.95, 245.50, 244.87, 62386, 152.76, 1627, 36368, 58.30
GICHSGFIN, EQ, 07-Feb-2019, 218.55, 218.00, 234.70, 218.00, 224.60, 226.30, 229.89, 154592, 355.40, 3407, 32697, 21.15
GICRE, EQ, 07-Feb-2019, 241.45, 241.00, 242.70, 235.20, 237.00, 236.50, 237.71, 84226, 200.21, 2965, 58477, 69.43
GILLANDERS, EQ, 07-Feb-2019, 52.50, 52.50, 58.05, 52.50, 58.05, 58.00, 54.95, 426, 0.23, 11, 227, 53.29
GILLETTE, EQ, 07-Feb-2019, 6489.55, 6490.00, 6504.50, 6471.20, 6499.95, 6499.60, 6497.69, 1945, 126.38, 942, 1656, 85.14
GINNIFILA, EQ, 07-Feb-2019, 14.20, 14.00, 14.50, 13.70, 13.95, 14.00, 14.15, 34426, 4.87, 208, 21428, 62.24
GIPCL, EQ, 07-Feb-2019, 69.95, 69.75, 70.30, 69.25, 70.00, 69.80, 69.93, 35699, 24.96, 281, 31954, 89.51
GKWLIMITED, EQ, 07-Feb-2019, 872.30, 880.00, 896.95, 875.00, 875.00, 875.00, 877.59, 22, 0.19, 11, 17, 77.27
GLAXO, EQ, 07-Feb-2019, 1385.00, 1385.00, 1409.00, 1372.00, 1394.10, 1400.50, 1393.30, 12766, 177.87, 2387, 7594, 59.49
GLENMARK, EQ, 07-Feb-2019, 641.50, 647.95, 647.95, 633.55, 640.00, 639.90, 640.65, 351239, 2250.21, 10385, 76913, 21.90
GLOBAL, SM, 07-Feb-2019, 148.50, 141.00, 141.00, 118.80, 134.00, 134.00, 130.70, 4000, 5.23, 4, 2000, 50.00
GLOBALVECT, EQ, 07-Feb-2019, 56.35, 55.40, 57.60, 55.35, 56.00, 56.15, 56.90, 3498, 1.99, 35, 3298, 94.28
GLOBE, SM, 07-Feb-2019, 39.20, 44.80, 44.80, 31.65, 37.55, 37.55, 38.00, 6000, 2.28, 3, 0, 0.00
GLOBOFFS, EQ, 07-Feb-2019, 12.00, 11.70, 12.85, 10.80, 10.80, 10.95, 11.35, 26478, 3.00, 159, 15324, 57.87
GLOBUSSPR, EQ, 07-Feb-2019, 136.95, 137.95, 148.10, 136.00, 148.10, 145.35, 142.62, 81459, 116.18, 1741, 46133, 56.63
GMBREW, EQ, 07-Feb-2019, 484.60, 484.00, 497.90, 480.20, 492.90, 492.85, 489.48, 21308, 104.30, 1549, 7503, 35.21
GMDCLTD, EQ, 07-Feb-2019, 78.70, 78.75, 79.90, 78.20, 78.75, 78.75, 78.71, 90935, 71.58, 1886, 52345, 57.56
GMMPFAUDLR, EQ, 07-Feb-2019, 1080.60, 1095.10, 1100.05, 1077.40, 1099.60, 1097.80, 1095.50, 2111, 23.13, 168, 1793, 84.94
GMRINFRA, EQ, 07-Feb-2019, 15.15, 15.05, 15.40, 15.00, 15.25, 15.20, 15.18, 12485377, 1895.39, 5579, 1734213, 13.89
GNA, EQ, 07-Feb-2019, 311.85, 310.10, 319.80, 309.70, 316.10, 316.35, 316.28, 71399, 225.82, 2357, 45135, 63.22
GNFC, EQ, 07-Feb-2019, 318.40, 320.65, 329.95, 318.00, 324.50, 324.15, 324.03, 276537, 896.05, 9718, 96124, 34.76
GOACARBON, EQ, 07-Feb-2019, 434.85, 437.90, 447.45, 431.10, 435.00, 435.40, 437.85, 45355, 198.59, 2495, 11633, 25.65
GOCLCORP, EQ, 07-Feb-2019, 230.75, 235.30, 243.55, 230.65, 235.00, 236.80, 235.64, 3249, 7.66, 148, 2243, 69.04
GODFRYPHLP, EQ, 07-Feb-2019, 968.00, 975.00, 975.00, 937.00, 942.00, 942.60, 950.58, 473447, 4500.50, 14392, 98059, 20.71
GODREJAGRO, EQ, 07-Feb-2019, 471.65, 474.05, 491.90, 471.65, 488.00, 487.30, 485.21, 59190, 287.20, 4547, 27108, 45.80
GODREJCP, EQ, 07-Feb-2019, 705.25, 703.50, 705.30, 696.60, 700.00, 700.55, 701.66, 1857501, 13033.26, 39339, 1090571, 58.71
GODREJIND, EQ, 07-Feb-2019, 493.30, 493.05, 503.00, 489.75, 497.00, 497.65, 496.70, 103636, 514.76, 3969, 30138, 29.08
GODREJPROP, EQ, 07-Feb-2019, 745.40, 750.80, 759.45, 745.25, 752.00, 748.35, 752.46, 62870, 473.07, 4132, 20909, 33.26
GOENKA, BZ, 07-Feb-2019, 0.30, 0.30, 0.35, 0.25, 0.30, 0.25, 0.27, 732813, 1.94, 64, -, -
GOKEX, EQ, 07-Feb-2019, 73.10, 72.60, 77.80, 70.80, 77.80, 76.15, 74.97, 81082, 60.79, 856, 56877, 70.15
GOKUL, BE, 07-Feb-2019, 16.40, 15.60, 15.60, 15.60, 15.60, 15.60, 15.60, 3736, 0.58, 9, -, -
GOKULAGRO, BE, 07-Feb-2019, 17.20, 17.10, 17.10, 16.35, 16.35, 16.35, 16.49, 3222, 0.53, 19, -, -
GOLDBEES, EQ, 07-Feb-2019, 2964.00, 2955.00, 2955.00, 2925.60, 2932.00, 2929.40, 2934.66, 9555, 280.41, 971, 3839, 40.18
GOLDENTOBC, BE, 07-Feb-2019, 37.65, 37.65, 39.20, 36.20, 36.65, 36.65, 37.50, 1532, 0.57, 20, -, -
GOLDIAM, EQ, 07-Feb-2019, 83.05, 82.50, 85.85, 80.50, 84.00, 82.60, 82.92, 34917, 28.95, 779, 15314, 43.86
GOLDSHARE, EQ, 07-Feb-2019, 2961.45, 2949.90, 2950.00, 2927.10, 2943.00, 2947.00, 2941.56, 2318, 68.19, 149, 1558, 67.21
GOLDTECH, EQ, 07-Feb-2019, 13.00, 12.10, 14.00, 11.70, 12.65, 12.65, 12.75, 11743, 1.50, 97, 8808, 75.01
GOODLUCK, EQ, 07-Feb-2019, 67.00, 68.20, 69.80, 65.80, 68.00, 67.90, 67.38, 14110, 9.51, 245, 6991, 49.55
GPIL, EQ, 07-Feb-2019, 221.55, 222.00, 254.80, 222.00, 234.05, 232.65, 238.51, 127155, 303.27, 4030, 55411, 43.58
GPPL, EQ, 07-Feb-2019, 83.50, 83.05, 83.50, 82.50, 82.70, 82.60, 82.98, 446019, 370.10, 1115, 422517, 94.73
GPTINFRA, EQ, 07-Feb-2019, 41.00, 40.50, 43.00, 38.95, 38.95, 38.95, 39.56, 90058, 35.63, 174, 87714, 97.40
GRANULES, EQ, 07-Feb-2019, 85.60, 85.15, 88.20, 85.05, 87.00, 87.25, 86.84, 661450, 574.40, 5770, 301247, 45.54
GRAPHITE, EQ, 07-Feb-2019, 514.40, 511.90, 525.00, 502.25, 510.10, 511.05, 515.53, 1483263, 7646.65, 37308, 378646, 25.53
GRASIM, EQ, 07-Feb-2019, 733.50, 738.05, 756.80, 730.90, 754.50, 752.75, 745.25, 2848786, 21230.62, 56674, 472264, 16.58
GRAVITA, EQ, 07-Feb-2019, 61.25, 61.70, 61.70, 59.55, 60.50, 61.15, 60.70, 41353, 25.10, 241, 35871, 86.74
GREAVESCOT, EQ, 07-Feb-2019, 119.55, 119.05, 121.30, 119.05, 119.80, 119.90, 119.90, 154187, 184.87, 2466, 110085, 71.40
GREENLAM, EQ, 07-Feb-2019, 781.00, 761.60, 785.15, 755.60, 780.00, 771.20, 768.99, 1967, 15.13, 426, 1414, 71.89
GREENPLY, EQ, 07-Feb-2019, 129.95, 130.70, 131.05, 129.10, 130.00, 129.50, 129.95, 24418, 31.73, 770, 18257, 74.77
GREENPOWER, EQ, 07-Feb-2019, 4.00, 4.00, 4.25, 3.90, 4.05, 4.05, 4.12, 80823, 3.33, 196, 63096, 78.07
GRINDWELL, EQ, 07-Feb-2019, 515.70, 515.70, 526.70, 510.00, 510.00, 514.80, 519.79, 13236, 68.80, 647, 9912, 74.89
GROBTEA, EQ, 07-Feb-2019, 475.70, 452.50, 490.00, 452.50, 460.00, 461.40, 471.31, 112, 0.53, 25, 88, 78.57
GRPLTD, EQ, 07-Feb-2019, 1007.10, 1007.10, 1007.10, 975.05, 1004.00, 994.70, 993.10, 81, 0.80, 26, 21, 25.93
GRSE, EQ, 07-Feb-2019, 81.40, 81.75, 82.50, 80.45, 81.05, 81.30, 81.34, 20161, 16.40, 1600, 3962, 19.65
GRUH, EQ, 07-Feb-2019, 228.60, 230.95, 243.30, 230.80, 242.50, 241.05, 237.40, 3274863, 7774.47, 45744, 1365547, 41.70
GSCLCEMENT, EQ, 07-Feb-2019, 21.60, 21.95, 22.15, 21.00, 21.50, 21.50, 21.66, 10752, 2.33, 98, 8834, 82.16
GSFC, EQ, 07-Feb-2019, 93.60, 93.95, 96.30, 93.10, 94.90, 95.10, 95.09, 908874, 864.23, 8907, 212205, 23.35
GSKCONS, EQ, 07-Feb-2019, 7617.80, 7624.70, 7717.00, 7586.65, 7700.00, 7694.00, 7679.62, 14954, 1148.41, 2646, 8219, 54.96
GSPL, EQ, 07-Feb-2019, 168.95, 167.80, 171.75, 167.60, 168.30, 169.50, 169.35, 88665, 150.15, 3929, 54712, 61.71
GSS, EQ, 07-Feb-2019, 109.35, 110.25, 112.20, 108.00, 109.30, 109.15, 110.11, 140328, 154.51, 2032, 38169, 27.20
GTL, BE, 07-Feb-2019, 4.80, 4.95, 4.95, 4.60, 4.70, 4.60, 4.68, 53995, 2.53, 156, -, -
GTLINFRA, EQ, 07-Feb-2019, 0.85, 0.85, 0.90, 0.85, 0.90, 0.90, 0.89, 1315249, 11.74, 375, 939249, 71.41
GTNIND, EQ, 07-Feb-2019, 8.70, 9.15, 9.15, 7.85, 8.90, 8.90, 8.43, 1692, 0.14, 20, 1061, 62.71
GTNTEX, BE, 07-Feb-2019, 8.30, 8.00, 8.65, 7.90, 8.30, 8.30, 8.00, 406, 0.03, 7, -, -
GTPL, EQ, 07-Feb-2019, 81.50, 81.50, 82.70, 81.45, 81.65, 81.95, 82.00, 8444, 6.92, 112, 7490, 88.70
GUFICBIO, EQ, 07-Feb-2019, 78.35, 78.90, 79.20, 76.30, 77.55, 77.85, 77.87, 68144, 53.06, 1472, 18406, 27.01
GUJALKALI, EQ, 07-Feb-2019, 506.45, 506.00, 513.50, 500.10, 501.40, 501.65, 506.05, 21661, 109.61, 1252, 10551, 48.71
GUJAPOLLO, EQ, 07-Feb-2019, 153.55, 156.50, 156.50, 150.05, 150.05, 151.55, 154.03, 524, 0.81, 25, 402, 76.72
GUJFLUORO, EQ, 07-Feb-2019, 856.25, 855.05, 910.00, 854.95, 908.90, 875.35, 873.75, 53704, 469.24, 2323, 45983, 85.62
GUJGASLTD, EQ, 07-Feb-2019, 126.25, 126.80, 128.40, 125.55, 127.55, 127.20, 126.99, 201811, 256.29, 5886, 170835, 84.65
GULFOILLUB, EQ, 07-Feb-2019, 890.45, 890.00, 895.00, 888.00, 888.00, 889.95, 890.15, 34112, 303.65, 2978, 32024, 93.88
GULFPETRO, EQ, 07-Feb-2019, 53.35, 53.95, 58.20, 51.25, 55.55, 55.40, 53.87, 32465, 17.49, 605, 19609, 60.40
GULPOLY, EQ, 07-Feb-2019, 58.50, 57.10, 62.65, 57.05, 57.50, 57.65, 59.09, 9144, 5.40, 465, 4064, 44.44
GVKPIL, EQ, 07-Feb-2019, 5.70, 5.85, 5.95, 5.50, 5.50, 5.55, 5.69, 1845850, 105.10, 1621, 1204752, 65.27
H1190M36RG, MF, 07-Feb-2019, 12.60, 12.60, 12.60, 12.60, 12.60, 12.60, 12.60, 1000, 0.13, 1, 1000, 100.00
HAL, EQ, 07-Feb-2019, 658.80, 667.90, 671.80, 648.15, 651.05, 652.65, 659.01, 19407, 127.89, 1960, 10152, 52.31
HARITASEAT, EQ, 07-Feb-2019, 425.80, 424.95, 433.50, 407.05, 415.00, 417.00, 420.59, 8561, 36.01, 662, 6524, 76.21
HARRMALAYA, EQ, 07-Feb-2019, 74.30, 74.95, 75.35, 74.20, 74.65, 74.60, 74.75, 8398, 6.28, 179, 4374, 52.08
HATHWAY, EQ, 07-Feb-2019, 32.00, 32.05, 32.10, 32.05, 32.10, 32.05, 32.05, 1007424, 322.91, 775, 983060, 97.58
HATSUN, E1, 07-Feb-2019, 525.00, 525.00, 525.00, 525.00, 525.00, 525.00, 525.00, 3, 0.02, 1, 3, 100.00
HATSUN, EQ, 07-Feb-2019, 701.90, 704.80, 709.00, 690.00, 691.30, 698.25, 703.28, 2805, 19.73, 298, 1646, 58.68
HAVELLS, EQ, 07-Feb-2019, 737.50, 736.90, 754.25, 735.10, 748.20, 748.15, 747.01, 1593897, 11906.63, 38759, 651310, 40.86
HAVISHA, BE, 07-Feb-2019, 0.55, 0.60, 0.60, 0.60, 0.60, 0.60, 0.60, 350, 0.00, 1, -, -
HBLPOWER, EQ, 07-Feb-2019, 23.75, 23.75, 25.00, 23.75, 24.40, 24.35, 24.46, 90017, 22.02, 576, 47570, 52.85
HBSL, EQ, 07-Feb-2019, 7.05, 7.00, 7.40, 6.70, 7.40, 7.40, 7.18, 838, 0.06, 16, 523, 62.41
HCC, EQ, 07-Feb-2019, 11.45, 11.35, 11.80, 11.35, 11.60, 11.65, 11.60, 1850007, 214.69, 2910, 845870, 45.72
HCG, EQ, 07-Feb-2019, 189.15, 187.00, 191.50, 180.10, 186.40, 183.75, 186.52, 5211, 9.72, 359, 2969, 56.98
HCL-INSYS, EQ, 07-Feb-2019, 16.85, 16.70, 17.90, 16.65, 17.70, 17.75, 17.51, 713705, 124.97, 3585, 246675, 34.56
HCLTECH, EQ, 07-Feb-2019, 1055.20, 1056.00, 1077.80, 1056.00, 1065.00, 1062.90, 1066.36, 1625544, 17334.07, 63949, 836225, 51.44
HDFC, EQ, 07-Feb-2019, 1987.95, 1990.05, 1991.95, 1962.55, 1965.50, 1969.65, 1976.27, 2722458, 53803.18, 117658, 1821245, 66.90
