SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
KICL, EQ, 07-Feb-2019, 1521.45, 1530.05, 1532.05, 1490.10, 1504.70, 1493.80, 1501.20, 687, 10.31, 106, 547, 79.62
KILITCH, EQ, 07-Feb-2019, 200.05, 197.00, 216.90, 197.00, 209.70, 209.75, 208.26, 163921, 341.38, 4345, 31286, 19.09
KINGFA, EQ, 07-Feb-2019, 652.20, 652.20, 665.00, 647.75, 655.00, 658.00, 654.85, 573, 3.75, 87, 331, 57.77
KIOCL, EQ, 07-Feb-2019, 129.05, 130.80, 133.05, 127.75, 129.95, 129.50, 129.92, 18184, 23.62, 656, 10352, 56.93
KIRIINDUS, EQ, 07-Feb-2019, 382.05, 383.00, 415.00, 383.00, 398.70, 398.75, 401.52, 86087, 345.66, 4922, 31292, 36.35
KIRLOSBROS, EQ, 07-Feb-2019, 144.60, 145.00, 145.55, 142.95, 143.50, 143.80, 144.47, 31918, 46.11, 745, 25092, 78.61
KIRLOSENG, EQ, 07-Feb-2019, 169.25, 169.05, 172.00, 168.00, 168.15, 168.80, 170.16, 14696, 25.01, 436, 10297, 70.07
KIRLOSIND, EQ, 07-Feb-2019, 797.85, 810.05, 811.20, 785.15, 790.00, 794.65, 794.28, 778, 6.18, 160, 344, 44.22
KITEX, EQ, 07-Feb-2019, 98.25, 100.00, 100.65, 98.40, 98.60, 99.15, 99.19, 32474, 32.21, 560, 23783, 73.24
KKCL, EQ, 07-Feb-2019, 1166.20, 1164.95, 1195.05, 1164.95, 1165.00, 1165.35, 1172.34, 169, 1.98, 46, 121, 71.60
KMSUGAR, EQ, 07-Feb-2019, 7.10, 7.45, 7.70, 7.25, 7.40, 7.35, 7.50, 196571, 14.74, 436, 119451, 60.77
KNRCON, EQ, 07-Feb-2019, 205.90, 205.90, 215.20, 205.55, 215.20, 213.55, 210.84, 58793, 123.96, 1938, 31430, 53.46
KOHINOOR, EQ, 07-Feb-2019, 30.85, 30.55, 31.90, 30.55, 31.50, 31.55, 31.46, 91824, 28.89, 680, 46871, 51.04
KOKUYOCMLN, EQ, 07-Feb-2019, 92.85, 93.05, 94.50, 91.85, 92.95, 93.25, 93.01, 11910, 11.08, 228, 6634, 55.70
KOLTEPATIL, EQ, 07-Feb-2019, 260.90, 260.90, 267.50, 254.40, 259.15, 259.60, 262.57, 109955, 288.71, 3020, 25352, 23.06
KOPRAN, EQ, 07-Feb-2019, 37.40, 37.75, 39.50, 36.95, 39.35, 39.05, 38.71, 83393, 32.28, 902, 32255, 38.68
KOTAKBANK, EQ, 07-Feb-2019, 1279.50, 1280.00, 1295.00, 1275.30, 1281.70, 1284.55, 1285.53, 1198410, 15405.90, 40461, 389883, 32.53
KOTAKBKETF, EQ, 07-Feb-2019, 279.15, 280.06, 281.29, 278.41, 280.53, 280.65, 280.61, 172172, 483.14, 224, 148508, 86.26
KOTAKGOLD, EQ, 07-Feb-2019, 291.50, 290.25, 290.70, 288.10, 288.75, 288.25, 289.22, 4786, 13.84, 220, 3614, 75.51
KOTAKNIFTY, EQ, 07-Feb-2019, 113.12, 113.20, 113.70, 112.96, 113.01, 113.23, 113.38, 12962, 14.70, 228, 8153, 62.90
KOTAKNV20, EQ, 07-Feb-2019, 56.47, 56.80, 57.00, 56.50, 56.99, 56.86, 56.84, 1756, 1.00, 65, 1127, 64.18
KOTAKPSUBK, EQ, 07-Feb-2019, 293.90, 294.10, 298.00, 291.22, 293.00, 292.99, 294.39, 7831, 23.05, 107, 4154, 53.05
KOTARISUG, EQ, 07-Feb-2019, 9.25, 9.25, 9.65, 8.80, 8.95, 8.85, 8.95, 19894, 1.78, 33, 16919, 85.05
KOTHARIPET, EQ, 07-Feb-2019, 19.10, 19.40, 19.65, 19.00, 19.20, 19.25, 19.33, 18211, 3.52, 82, 14791, 81.22
KOTHARIPRO, EQ, 07-Feb-2019, 90.70, 92.00, 92.00, 87.15, 89.55, 88.60, 88.76, 2746, 2.44, 336, 1163, 42.35
KPIT, EQ, 07-Feb-2019, 115.15, 114.50, 116.00, 112.55, 114.05, 114.50, 114.32, 1295166, 1480.64, 11701, 255971, 19.76
KPRMILL, EQ, 07-Feb-2019, 519.75, 519.05, 526.75, 516.05, 516.60, 518.85, 522.37, 5037, 26.31, 321, 3531, 70.10
KRBL, EQ, 07-Feb-2019, 354.95, 355.50, 367.55, 349.15, 352.05, 353.25, 357.93, 82636, 295.78, 3333, 31965, 38.68
KREBSBIO, EQ, 07-Feb-2019, 88.90, 90.00, 90.15, 87.30, 90.00, 88.90, 89.03, 740, 0.66, 14, 552, 74.59
KRIDHANINF, EQ, 07-Feb-2019, 33.45, 34.25, 34.25, 31.20, 32.90, 32.55, 32.26, 149991, 48.38, 1852, 89281, 59.52
KSB, EQ, 07-Feb-2019, 678.50, 686.95, 686.95, 670.55, 679.00, 675.70, 675.78, 1706, 11.53, 156, 1060, 62.13
KSCL, EQ, 07-Feb-2019, 566.10, 568.90, 576.30, 563.70, 573.00, 572.00, 571.37, 385341, 2201.71, 14490, 59011, 15.31
KSERASERA, EQ, 07-Feb-2019, 0.15, 0.10, 0.20, 0.10, 0.15, 0.15, 0.14, 2944950, 4.04, 278, 1228932, 41.73
KSK, EQ, 07-Feb-2019, 1.00, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 404830, 3.85, 323, 363307, 89.74
KSL, EQ, 07-Feb-2019, 190.00, 189.80, 195.00, 186.05, 193.00, 193.80, 191.45, 30146, 57.71, 1371, 12513, 41.51
KTIL, EQ, 07-Feb-2019, 56.50, 56.00, 57.50, 55.15, 56.00, 56.00, 55.92, 458, 0.26, 22, 301, 65.72
KTKBANK, EQ, 07-Feb-2019, 116.70, 116.75, 122.35, 116.00, 120.55, 121.10, 120.13, 2326196, 2794.39, 12954, 705651, 30.33
KWALITY, EQ, 07-Feb-2019, 5.70, 5.45, 5.50, 5.45, 5.45, 5.45, 5.45, 475416, 25.91, 975, 426713, 89.76
L&TFH, EQ, 07-Feb-2019, 128.60, 128.35, 137.05, 128.05, 135.35, 135.50, 133.47, 7670540, 10237.73, 53006, 1971381, 25.70
L&TFINANCE, N4, 07-Feb-2019, 1041.99, 1033.10, 1064.97, 1033.10, 1043.00, 1044.42, 1044.16, 270, 2.82, 9, 264, 97.78
L&TINFRA, N1, 07-Feb-2019, 970.00, 980.00, 980.00, 980.00, 980.00, 980.00, 980.00, 18, 0.18, 1, 18, 100.00
L&TINFRA, N2, 07-Feb-2019, 1765.50, 1765.00, 1772.00, 1765.00, 1772.00, 1772.00, 1768.80, 50, 0.88, 3, 50, 100.00
L&TINFRA, N3, 07-Feb-2019, 976.00, 974.00, 977.00, 974.00, 975.25, 975.25, 975.73, 75, 0.73, 4, 75, 100.00
L&TINFRA, N4, 07-Feb-2019, 1735.60, 1733.60, 1736.60, 1733.60, 1736.60, 1736.60, 1735.60, 67, 1.16, 4, 67, 100.00
L&TINFRA, N5, 07-Feb-2019, 1045.10, 1040.00, 1043.00, 1040.00, 1043.00, 1043.00, 1040.60, 25, 0.26, 2, 25, 100.00
L&TINFRA, N6, 07-Feb-2019, 1809.10, 1795.05, 1810.00, 1795.05, 1805.00, 1805.00, 1797.72, 891, 16.02, 15, 850, 95.40
LAGNAM, SM, 07-Feb-2019, 14.75, 15.45, 15.45, 15.45, 15.45, 15.45, 15.45, 3000, 0.46, 1, 3000, 100.00
LAKPRE, BZ, 07-Feb-2019, 9.20, 9.25, 9.25, 9.25, 9.25, 9.25, 9.25, 1000, 0.09, 3, -, -
LAKSHVILAS, EQ, 07-Feb-2019, 58.85, 58.85, 59.65, 57.80, 59.25, 59.25, 58.79, 754558, 443.63, 2537, 435705, 57.74
LALPATHLAB, EQ, 07-Feb-2019, 1087.05, 1080.80, 1109.75, 1070.35, 1082.00, 1087.00, 1087.61, 218840, 2380.12, 4953, 188303, 86.05
LAMBODHARA, EQ, 07-Feb-2019, 38.30, 38.50, 40.90, 35.80, 40.35, 39.90, 38.14, 11430, 4.36, 251, 5665, 49.56
LAOPALA, EQ, 07-Feb-2019, 212.35, 211.00, 215.00, 209.35, 210.10, 211.70, 212.02, 8695, 18.44, 482, 4308, 49.55
LASA, BE, 07-Feb-2019, 20.95, 20.05, 21.45, 20.05, 20.25, 20.40, 20.52, 7847, 1.61, 51, -, -
LAURUSLABS, EQ, 07-Feb-2019, 346.25, 347.20, 350.75, 345.25, 348.00, 347.90, 348.65, 9544, 33.27, 503, 6536, 68.48
LAXMICOT, SM, 07-Feb-2019, 12.80, 12.10, 12.10, 12.10, 12.10, 12.10, 12.10, 6000, 0.73, 1, 6000, 100.00
LAXMIMACH, EQ, 07-Feb-2019, 5625.00, 5698.00, 5775.00, 5600.00, 5725.00, 5713.15, 5713.97, 2655, 151.71, 1022, 1712, 64.48
LEEL, EQ, 07-Feb-2019, 22.65, 22.75, 23.75, 21.70, 22.75, 23.35, 23.40, 288918, 67.61, 766, 163566, 56.61
LEMONTREE, EQ, 07-Feb-2019, 70.85, 70.75, 71.75, 69.10, 70.00, 70.35, 70.15, 729905, 512.05, 14846, 576012, 78.92
LGBBROSLTD, EQ, 07-Feb-2019, 405.35, 407.80, 414.65, 405.00, 413.00, 411.95, 409.20, 5254, 21.50, 196, 3752, 71.41
LIBAS, SM, 07-Feb-2019, 52.95, 54.85, 54.85, 54.85, 54.85, 54.85, 54.85, 3000, 1.65, 1, 3000, 100.00
LIBERTSHOE, EQ, 07-Feb-2019, 149.35, 149.50, 150.55, 145.25, 146.70, 147.10, 147.60, 40367, 59.58, 879, 22530, 55.81
LICHSGFIN, EQ, 07-Feb-2019, 459.80, 461.40, 470.50, 453.70, 465.50, 466.50, 462.79, 1981346, 9169.39, 29438, 719098, 36.29
LICNETFGSC, EQ, 07-Feb-2019, 17.01, 17.02, 17.80, 17.02, 17.80, 17.80, 17.60, 2855, 0.50, 11, 1498, 52.47
LICNETFN50, EQ, 07-Feb-2019, 113.00, 113.00, 115.30, 113.00, 113.21, 113.21, 113.59, 300, 0.34, 16, 261, 87.00
LICNETFSEN, EQ, 07-Feb-2019, 385.95, 381.00, 381.00, 371.00, 381.00, 381.00, 375.00, 5, 0.02, 3, 3, 60.00
LICNFNHGP, EQ, 07-Feb-2019, 114.00, 116.40, 116.40, 116.40, 116.40, 116.40, 116.40, 10, 0.01, 1, 10, 100.00
LINCOLN, EQ, 07-Feb-2019, 186.25, 186.90, 191.00, 186.50, 187.00, 188.70, 189.46, 14328, 27.15, 365, 7580, 52.90
LINCPEN, EQ, 07-Feb-2019, 230.05, 235.25, 235.30, 226.05, 232.00, 232.05, 232.13, 1047, 2.43, 44, 731, 69.82
LINDEINDIA, EQ, 07-Feb-2019, 438.70, 438.00, 449.95, 430.00, 441.40, 438.85, 441.58, 98324, 434.18, 5060, 36573, 37.20
LIQUIDBEES, EQ, 07-Feb-2019, 1000.00, 999.99, 1000.01, 999.33, 999.99, 1000.00, 1000.00, 440779, 4407.79, 2737, 301112, 68.31
LIQUIDETF, EQ, 07-Feb-2019, 1000.00, 1000.00, 1000.01, 999.99, 1000.00, 1000.00, 1000.01, 20370, 203.70, 102, 19932, 97.85
LOKESHMACH, EQ, 07-Feb-2019, 40.05, 40.95, 43.65, 40.95, 42.90, 42.50, 42.21, 20289, 8.56, 239, 14031, 69.16
LOTUSEYE, EQ, 07-Feb-2019, 24.20, 24.00, 24.05, 23.50, 24.00, 24.00, 23.96, 1927, 0.46, 23, 1325, 68.76
LOVABLE, EQ, 07-Feb-2019, 90.20, 90.30, 93.05, 90.30, 90.40, 90.65, 91.45, 25293, 23.13, 794, 13680, 54.09
LPDC, EQ, 07-Feb-2019, 4.40, 4.50, 4.50, 4.05, 4.05, 4.05, 4.15, 8300, 0.34, 35, 5817, 70.08
LSIL, EQ, 07-Feb-2019, 0.95, 0.95, 0.95, 0.85, 0.85, 0.90, 0.88, 2385062, 21.06, 1053, 1330914, 55.80
LT, EQ, 07-Feb-2019, 1314.40, 1314.00, 1320.85, 1289.20, 1295.15, 1296.05, 1306.32, 1556295, 20330.27, 56193, 777042, 49.93
LTI, EQ, 07-Feb-2019, 1849.05, 1870.00, 1896.70, 1850.50, 1857.00, 1871.15, 1883.50, 200619, 3778.66, 22865, 96090, 47.90
LTMFEOF2R, MF, 07-Feb-2019, 8.31, 7.91, 7.91, 7.91, 7.91, 7.91, 7.91, 1000, 0.08, 1, 1000, 100.00
LTTS, EQ, 07-Feb-2019, 1584.55, 1580.50, 1604.00, 1571.20, 1575.65, 1577.90, 1586.34, 74751, 1185.81, 6909, 39114, 52.33
LUMAXIND, EQ, 07-Feb-2019, 1485.10, 1484.20, 1550.00, 1484.20, 1545.00, 1540.50, 1536.54, 4310, 66.22, 264, 3883, 90.09
LUMAXTECH, EQ, 07-Feb-2019, 141.70, 144.05, 148.70, 141.65, 144.00, 145.00, 145.23, 17695, 25.70, 573, 11038, 62.38
LUPIN, EQ, 07-Feb-2019, 842.10, 832.00, 844.55, 810.40, 822.85, 822.80, 823.64, 3613894, 29765.44, 77649, 566187, 15.67
LUXIND, EQ, 07-Feb-2019, 1200.35, 1196.00, 1220.00, 1184.85, 1205.00, 1205.65, 1194.48, 47012, 561.55, 1973, 4413, 9.39
LYKALABS, EQ, 07-Feb-2019, 23.50, 23.30, 24.10, 23.20, 23.40, 23.35, 23.45, 7630, 1.79, 126, 3848, 50.43
LYPSAGEMS, EQ, 07-Feb-2019, 7.95, 7.75, 7.95, 7.65, 7.90, 7.70, 7.71, 41686, 3.21, 108, 24100, 57.81
M&M, EQ, 07-Feb-2019, 695.10, 695.00, 708.90, 693.10, 702.65, 700.90, 703.16, 2710457, 19058.72, 59489, 1457353, 53.77
M&MFIN, EQ, 07-Feb-2019, 401.40, 400.35, 421.00, 397.10, 413.80, 415.35, 411.36, 1977739, 8135.59, 40727, 601658, 30.42
M&MFIN, N2, 07-Feb-2019, 1040.00, 1040.90, 1040.90, 1038.00, 1038.00, 1038.04, 1039.53, 290, 3.01, 14, 190, 65.52
M&MFIN, N3, 07-Feb-2019, 1200.00, 1200.00, 1206.00, 1200.00, 1206.00, 1206.00, 1205.56, 400, 4.82, 4, 400, 100.00
M100, EQ, 07-Feb-2019, 17.38, 17.50, 17.50, 17.27, 17.50, 17.49, 17.46, 10671, 1.86, 67, 10321, 96.72
M14RG, MF, 07-Feb-2019, 7.40, 6.90, 6.90, 6.90, 6.90, 6.90, 6.90, 2000, 0.14, 3, 1000, 50.00
M50, EQ, 07-Feb-2019, 106.27, 106.46, 107.90, 104.04, 106.55, 106.60, 106.39, 7301, 7.77, 59, 5251, 71.92
MAANALU, EQ, 07-Feb-2019, 86.00, 88.05, 88.60, 85.50, 88.50, 88.05, 87.81, 1427, 1.25, 113, 1001, 70.15
MACPOWER, SM, 07-Feb-2019, 140.00, 149.00, 149.80, 148.90, 149.80, 149.80, 149.23, 1500, 2.24, 3, 0, 0.00
MADHAV, EQ, 07-Feb-2019, 39.50, 39.50, 40.50, 38.75, 39.95, 39.50, 39.55, 4009, 1.59, 38, 2988, 74.53
MADHUCON, EQ, 07-Feb-2019, 5.30, 5.10, 5.40, 4.35, 4.50, 4.45, 4.80, 79191, 3.80, 270, 66706, 84.23
MADRASFERT, EQ, 07-Feb-2019, 21.35, 21.00, 22.05, 21.00, 21.60, 21.70, 21.68, 88488, 19.18, 429, 52847, 59.72
MAGADSUGAR, EQ, 07-Feb-2019, 89.05, 89.05, 90.90, 88.40, 90.00, 90.00, 89.95, 9128, 8.21, 59, 6760, 74.06
MAGMA, EQ, 07-Feb-2019, 97.50, 97.90, 101.50, 96.60, 97.00, 97.20, 98.72, 33775, 33.34, 658, 20551, 60.85
MAGNUM, EQ, 07-Feb-2019, 4.95, 5.00, 5.20, 4.30, 5.20, 5.00, 4.80, 14804, 0.71, 57, 12153, 82.09
MAHABANK, EQ, 07-Feb-2019, 13.70, 13.70, 14.10, 13.65, 13.75, 13.75, 13.87, 499198, 69.25, 1042, 274790, 55.05
MAHAPEXLTD, BE, 07-Feb-2019, 100.55, 99.05, 100.00, 96.05, 99.95, 99.95, 97.90, 2085, 2.04, 24, -, -
MAHASTEEL, EQ, 07-Feb-2019, 109.55, 109.55, 119.80, 109.55, 117.80, 117.70, 115.85, 271403, 314.41, 1312, 188248, 69.36
MAHINDCIE, EQ, 07-Feb-2019, 228.60, 230.00, 234.00, 227.15, 234.00, 232.35, 231.08, 49597, 114.61, 2924, 27931, 56.32
MAHLIFE, EQ, 07-Feb-2019, 369.95, 369.80, 375.00, 369.80, 371.00, 371.05, 371.59, 9245, 34.35, 314, 6114, 66.13
MAHLOG, EQ, 07-Feb-2019, 445.05, 441.05, 453.00, 424.00, 433.00, 432.95, 434.54, 78758, 342.23, 2278, 62232, 79.02
MAHSCOOTER, EQ, 07-Feb-2019, 3248.55, 3251.60, 3300.00, 3244.05, 3286.00, 3279.80, 3278.33, 2787, 91.37, 514, 2045, 73.38
MAHSEAMLES, EQ, 07-Feb-2019, 469.70, 474.95, 474.95, 466.50, 469.90, 469.85, 469.91, 45014, 211.52, 973, 40829, 90.70
MAITHANALL, EQ, 07-Feb-2019, 378.10, 381.00, 386.00, 375.05, 380.05, 379.55, 379.81, 47266, 179.52, 1370, 30091, 63.66
MAJESCO, EQ, 07-Feb-2019, 491.60, 496.00, 524.00, 488.90, 498.00, 503.95, 511.99, 299122, 1531.48, 10756, 37589, 12.57
MALUPAPER, EQ, 07-Feb-2019, 26.40, 26.40, 26.65, 21.85, 22.75, 22.90, 22.86, 157198, 35.94, 1185, 80925, 51.48
MAN50ETF, EQ, 07-Feb-2019, 108.85, 111.00, 111.10, 111.00, 111.10, 111.10, 111.03, 3, 0.00, 3, 0, 0.00
MANAKALUCO, EQ, 07-Feb-2019, 6.75, 7.05, 7.20, 6.25, 6.80, 6.75, 6.65, 7636, 0.51, 46, 5603, 73.38
MANAKCOAT, EQ, 07-Feb-2019, 6.50, 6.25, 6.80, 5.55, 5.85, 5.85, 5.90, 12941, 0.76, 61, 10572, 81.69
MANAKSIA, EQ, 07-Feb-2019, 35.00, 35.85, 38.45, 34.60, 38.30, 37.30, 35.59, 27000, 9.61, 70, 25998, 96.29
MANAKSTEEL, EQ, 07-Feb-2019, 18.70, 18.65, 18.65, 17.50, 18.25, 18.05, 18.14, 16670, 3.02, 151, 12066, 72.38
MANALIPETC, EQ, 07-Feb-2019, 22.90, 22.55, 24.30, 22.55, 23.70, 23.75, 23.73, 219411, 52.06, 1048, 114077, 51.99
MANAPPURAM, EQ, 07-Feb-2019, 96.90, 101.00, 105.80, 97.25, 104.45, 104.05, 101.28, 24459307, 24771.63, 96685, 5128213, 20.97
MANAPPURAM, NM, 07-Feb-2019, 1440.10, 1460.01, 1460.01, 1460.01, 1460.01, 1460.01, 1460.01, 10, 0.15, 1, 10, 100.00
MANDHANA, EQ, 07-Feb-2019, 2.75, 2.65, 2.75, 2.65, 2.65, 2.65, 2.65, 43684, 1.16, 43, 29635, 67.84
MANGALAM, EQ, 07-Feb-2019, 59.45, 61.85, 61.85, 58.00, 58.25, 58.50, 58.93, 9851, 5.81, 244, 5640, 57.25
MANGCHEFER, EQ, 07-Feb-2019, 34.75, 34.60, 36.90, 33.50, 34.00, 33.95, 34.63, 128270, 44.42, 732, 94673, 73.81
MANGLMCEM, EQ, 07-Feb-2019, 214.00, 212.70, 219.00, 209.10, 214.00, 215.00, 214.64, 9549, 20.50, 213, 5241, 54.89
MANGTIMBER, EQ, 07-Feb-2019, 18.20, 18.00, 18.30, 17.50, 17.70, 17.60, 17.76, 13743, 2.44, 104, 9054, 65.88
MANINDS, EQ, 07-Feb-2019, 61.05, 60.25, 64.00, 59.35, 60.00, 60.20, 61.64, 73897, 45.55, 1695, 41457, 56.10
MANINFRA, EQ, 07-Feb-2019, 34.30, 34.30, 35.00, 34.10, 34.15, 34.30, 34.43, 66394, 22.86, 755, 44576, 67.14
MANPASAND, EQ, 07-Feb-2019, 77.00, 80.20, 81.55, 72.50, 76.00, 76.50, 77.72, 961654, 747.42, 11641, 229870, 23.90
MANUGRAPH, EQ, 07-Feb-2019, 28.00, 27.20, 29.15, 27.20, 28.10, 28.20, 28.75, 4808, 1.38, 60, 3461, 71.98
MARALOVER, EQ, 07-Feb-2019, 26.05, 25.95, 26.40, 25.50, 26.00, 26.00, 26.02, 2108, 0.55, 17, 1450, 68.79
MARATHON, EQ, 07-Feb-2019, 100.80, 104.30, 105.40, 101.00, 101.05, 101.70, 102.46, 2765, 2.83, 112, 1962, 70.96
MARICO, EQ, 07-Feb-2019, 364.95, 367.90, 370.45, 361.80, 367.05, 368.45, 366.78, 1102826, 4044.90, 19148, 511011, 46.34
MARKSANS, EQ, 07-Feb-2019, 23.45, 23.20, 25.60, 23.00, 25.35, 25.35, 24.84, 1719267, 427.01, 5309, 696095, 40.49
MARUTI, EQ, 07-Feb-2019, 7183.40, 7201.00, 7320.00, 7185.10, 7286.00, 7302.55, 7272.30, 690174, 50191.54, 76768, 210891, 30.56
MASFIN, EQ, 07-Feb-2019, 537.70, 540.25, 580.00, 531.35, 550.10, 561.75, 558.55, 9424, 52.64, 837, 5872, 62.31
MASKINVEST, BE, 07-Feb-2019, 56.70, 53.90, 53.90, 53.90, 53.90, 53.90, 53.90, 1, 0.00, 1, -, -
MASTEK, EQ, 07-Feb-2019, 402.50, 402.50, 413.65, 391.10, 393.00, 395.35, 405.25, 109153, 442.34, 4113, 31153, 28.54
MATRIMONY, EQ, 07-Feb-2019, 416.75, 415.05, 420.20, 407.90, 408.10, 408.10, 412.79, 6614, 27.30, 323, 5789, 87.53
MAWANASUG, EQ, 07-Feb-2019, 41.75, 41.55, 43.50, 38.05, 43.00, 43.00, 41.90, 42771, 17.92, 455, 26660, 62.33
MAXINDIA, EQ, 07-Feb-2019, 75.80, 75.80, 76.90, 75.05, 76.00, 76.20, 76.23, 78862, 60.11, 350, 63071, 79.98
MAXVIL, EQ, 07-Feb-2019, 43.65, 43.30, 46.20, 43.00, 45.90, 45.50, 45.03, 26685, 12.02, 214, 23392, 87.66
MAYURUNIQ, EQ, 07-Feb-2019, 364.15, 362.05, 365.75, 349.70, 360.00, 355.95, 353.79, 27889, 98.67, 1142, 15486, 55.53
MAZDA, EQ, 07-Feb-2019, 291.90, 289.90, 309.95, 275.05, 304.00, 298.05, 292.66, 6644, 19.44, 457, 5057, 76.11
MBAPL, SM, 07-Feb-2019, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 50.00, 6000, 3.00, 2, 6000, 100.00
MBECL, BE, 07-Feb-2019, 8.15, 8.00, 8.25, 7.75, 7.80, 7.85, 7.96, 35809, 2.85, 113, -, -
MBLINFRA, EQ, 07-Feb-2019, 12.45, 12.05, 12.90, 11.30, 12.45, 12.55, 12.07, 141783, 17.12, 412, 93382, 65.86
MCDHOLDING, EQ, 07-Feb-2019, 22.85, 22.60, 23.45, 22.60, 23.00, 23.05, 22.94, 4464, 1.02, 55, 3379, 75.69
MCDOWELL-N, EQ, 07-Feb-2019, 557.40, 561.25, 578.00, 554.60, 572.15, 573.40, 567.81, 2439820, 13853.60, 43114, 802800, 32.90
MCL, SM, 07-Feb-2019, 238.50, 247.90, 247.90, 227.20, 229.00, 229.00, 234.45, 8400, 19.69, 7, 6000, 71.43
MCLEODRUSS, EQ, 07-Feb-2019, 98.10, 98.90, 98.90, 95.95, 96.80, 96.45, 96.93, 48348, 46.86, 1007, 28368, 58.67
MCX, EQ, 07-Feb-2019, 693.00, 691.10, 705.55, 691.10, 696.15, 696.55, 698.49, 229552, 1603.41, 7378, 95427, 41.57
MEGASOFT, BE, 07-Feb-2019, 6.30, 6.25, 6.60, 6.00, 6.05, 6.05, 6.12, 58660, 3.59, 75, -, -
MEGH, EQ, 07-Feb-2019, 44.70, 45.65, 49.15, 45.05, 49.10, 48.60, 47.84, 1000232, 478.50, 6717, 362052, 36.20
MELSTAR, BE, 07-Feb-2019, 1.20, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 10, 0.00, 1, -, -
MENONBE, EQ, 07-Feb-2019, 75.15, 76.00, 77.20, 75.20, 76.85, 75.55, 76.09, 11706, 8.91, 282, 6463, 55.21
MEP, EQ, 07-Feb-2019, 37.65, 37.80, 38.05, 36.85, 36.95, 37.15, 37.41, 102586, 38.37, 1007, 55047, 53.66
MERCATOR, EQ, 07-Feb-2019, 8.45, 8.35, 8.55, 8.05, 8.05, 8.05, 8.11, 419192, 33.99, 709, 267727, 63.87
MERCK, EQ, 07-Feb-2019, 3271.85, 3271.00, 3339.90, 3259.05, 3290.00, 3300.50, 3308.28, 9736, 322.09, 2341, 4946, 50.80
METALFORGE, EQ, 07-Feb-2019, 7.20, 7.10, 7.40, 6.85, 6.85, 6.90, 6.93, 25864, 1.79, 117, 16238, 62.78
METKORE, BE, 07-Feb-2019, 1.10, 1.15, 1.15, 1.05, 1.05, 1.05, 1.06, 702, 0.01, 6, -, -
MFSL, EQ, 07-Feb-2019, 374.95, 376.95, 404.55, 376.25, 393.80, 392.85, 392.88, 1263953, 4965.77, 38124, 329968, 26.11
MGL, EQ, 07-Feb-2019, 966.05, 950.00, 965.90, 933.45, 939.45, 937.15, 949.07, 256864, 2437.81, 11231, 62191, 24.21
MHRIL, EQ, 07-Feb-2019, 195.95, 195.85, 199.00, 195.85, 197.05, 197.80, 197.63, 17318, 34.22, 470, 11012, 63.59
MIC, EQ, 07-Feb-2019, 0.80, 0.80, 0.80, 0.75, 0.80, 0.80, 0.79, 277336, 2.18, 102, 198003, 71.39
MIDHANI, EQ, 07-Feb-2019, 121.05, 120.00, 123.40, 120.00, 122.45, 122.75, 122.14, 65668, 80.20, 1706, 21476, 32.70
MINDACORP, EQ, 07-Feb-2019, 140.75, 141.55, 143.65, 139.00, 142.55, 142.05, 142.31, 37898, 53.93, 2595, 21796, 57.51
MINDAIND, EQ, 07-Feb-2019, 286.95, 288.00, 297.00, 287.00, 292.00, 290.15, 291.66, 242693, 707.84, 10256, 129468, 53.35
MINDTECK, EQ, 07-Feb-2019, 34.55, 37.00, 37.00, 33.40, 33.95, 33.75, 33.89, 5294, 1.79, 60, 3778, 71.36
MINDTREE, EQ, 07-Feb-2019, 897.30, 894.40, 906.60, 890.00, 898.00, 899.30, 899.42, 894663, 8046.75, 19844, 178957, 20.00
MIRCELECTR, EQ, 07-Feb-2019, 22.45, 22.50, 23.20, 22.05, 22.50, 22.65, 22.68, 108663, 24.64, 604, 46448, 42.74
MIRZAINT, EQ, 07-Feb-2019, 69.10, 69.50, 71.00, 65.30, 69.30, 69.70, 69.09, 100380, 69.35, 1227, 33561, 33.43
MITTAL, SM, 07-Feb-2019, 102.10, 105.50, 105.50, 105.50, 105.50, 105.50, 105.50, 6000, 6.33, 1, 6000, 100.00
MKPL, SM, 07-Feb-2019, 71.75, 73.00, 75.00, 73.00, 75.00, 75.00, 74.33, 12000, 8.92, 3, 12000, 100.00
MMFL, EQ, 07-Feb-2019, 482.85, 480.00, 492.00, 476.00, 487.45, 484.65, 483.53, 3074, 14.86, 512, 1574, 51.20
MMTC, EQ, 07-Feb-2019, 24.90, 25.00, 25.30, 24.55, 25.10, 24.85, 24.93, 392125, 97.75, 1957, 206114, 52.56
MOHITIND, EQ, 07-Feb-2019, 8.85, 8.60, 9.00, 8.10, 9.00, 9.00, 8.47, 2986, 0.25, 41, 2241, 75.05
MOHOTAIND, EQ, 07-Feb-2019, 36.15, 34.65, 37.95, 34.65, 37.95, 37.95, 37.23, 84233, 31.36, 611, 43067, 51.13
